"sexo","idade","produto","valor","comprou"
"F","56","Chinelo 1","39.9","1"
"F","45","Camisa Polo 2","65.9","1"
"M","65","Camisa 1","59.9","1"
"M","54","Sandalia 5","100.0","1"
"M","66","Sunga 1","39.9","1"
"F","18","Sunga 3","25.9","1"
"F","61","Chinelo 4","95.0","1"
"F","30","Camisa Xadrez 3","99.5","0"
"M","60","Tenis polo","300.5","0"
"F","18","Camisa Xadrez 5","81.4","0"
"F","51","Tenis Xadrez 2","225.8","0"
"M","24","Camisa Xadrez 4","77.0","1"
"M","31","Sunga 2","29.9","0"
"M","26","Sandalia 3","150.0","0"
"F","46","Sandalia 3","150.0","1"
"M","53","Sandalia 1","59.9","0"
"M","29","Sunga 6","79.9","0"
"M","30","Chinelo 3","119.9","0"
"F","39","Camisa Polo 1","59.0","1"
"M","41","Tenis sapato","150.9","1"
"M","33","Chinelo 5","55.4","0"
"M","55","Camisa 1","59.9","0"
"F","54","Camisa Polo 2","55.9","0"
"F","56","Camisa Xadrez 4","77.0","1"
"M","65","Camisa Xadrez","100.0","1"
"F","39","Camisa Polo","50.0","1"
"M","22","Tenis Xadrez","325.0","1"
"M","57","Camisa Polo 3","85.9","1"
"F","58","Tenis s/ cadarço","551.9","0"
"F","41","Sunga 3","25.9","1"
"F","50","Camisa 1","59.9","1"
"M","24","Calça Polo 1","159.9","1"
"F","38","Chinelo 4","95.0","0"
"M","45","Sunga 6","79.9","1"
"F","40","Camisa Xadrez 3","99.5","0"
"M","21","Camisa 4","29.9","0"
"M","63","Camisa Polo","50.0","0"
"F","49","Chinelo 3","119.9","0"
"M","53","Calça Polo 1","159.9","0"
"F","52","Sunga 3","25.9","1"
"M","57","Tenis polo","300.5","1"
"F","48","Sandalia 1","59.9","1"
"M","18","Camisa 3","39.9","1"
"F","54","Tenis DC","400.0","0"
"M","56","Calça Polo","51.0","0"
"M","43","Sunga 2","29.9","0"
"M","54","Sandalia 1","59.9","0"
"F","34","Tenis DC","400.0","0"
"M","51","Camisa Polo","50.0","1"
"F","26","Sandalia 3","150.0","1"
"F","39","Tenis DC","400.0","0"
"F","53","Camisa 1","59.9","0"
"M","26","Camisa Polo 2","55.9","1"
"F","64","Chinelo 3","119.9","1"
"M","20","Tenis s/ cadarço","551.9","0"
"M","60","Calça Xadrez 3","89.5","1"
"M","44","Camisa Xadrez 2","123.3","0"
"M","18","Sunga 2","29.9","1"
"F","60","Tenis s/ cadarço","551.9","0"
"M","30","Sunga 4","49.9","0"
"M","32","Sunga 4","49.9","1"
"M","30","Sunga 1","39.9","1"
"F","30","Camisa 1","59.9","1"
"M","54","Chinelo 5","55.4","0"
"M","63","Calça Polo","51.0","1"
"M","30","Sunga 2","29.9","0"
"M","29","Sunga 3","25.9","0"
"F","18","Camisa Xadrez 3","99.5","1"
"M","31","Chinelo 4","95.0","0"
"M","33","Chinelo 3","119.9","0"
"M","39","Camisa Polo","50.0","1"
"F","23","Camisa Polo","50.0","1"
"F","22","Sunga 2","29.9","0"
"F","60","Chinelo 5","55.4","0"
"F","20","Tenis Xadrez 2","225.8","1"
"M","64","Sandalia 1","59.9","1"
"F","41","Camisa Xadrez","100.0","0"
"M","21","Tenis Xadrez","325.0","0"
"F","26","Camisa Xadrez 3","147.2","1"
"F","51","Tenis s/ cadarço","551.9","0"
"F","28","Tenis Xadrez 2","225.8","1"
"M","27","Sandalia 2","71.9","0"
"M","24","Sunga 3","25.9","1"
"M","18","Chinelo 2","89.9","1"
"F","45","Tenis polo","300.5","0"
"M","65","Camisa Polo 2","95.9","0"
"F","48","Sunga 3","25.9","0"
"F","56","Sandalia 1","59.9","1"
"F","24","Camisa Xadrez 3","147.2","1"
"M","57","Camisa Polo 2","95.9","1"
"F","66","Sandalia 3","150.0","0"
"F","28","Camisa Polo","50.0","0"
"M","24","Camisa Xadrez","100.0","1"
"F","45","Sandalia 3","150.0","0"
"F","29","Camisa Xadrez","100.0","0"
"M","37","Sandalia 3","150.0","1"
"M","49","Calça Xadrez 3","89.5","0"
"M","61","Camisa Xadrez","100.0","0"
"F","47","Calça Polo","51.0","0"
"M","42","Camisa Xadrez 4","77.0","1"
"M","63","Chinelo 1","39.9","1"
"F","25","Camisa Polo 2","95.9","0"
"M","68","Camisa Xadrez 2","123.3","1"
"F","34","Tenis Xadrez 2","225.8","1"
"F","70","Sunga 1","39.9","1"
"M","35","Tenis polo","300.5","1"
"M","54","Camisa 1","59.9","0"
"F","20","Camisa Xadrez 3","147.2","1"
"M","25","Sandalia 2","71.9","1"
"F","58","Sandalia 1","59.9","0"
"F","33","Chinelo 2","89.9","0"
"F","40","Camisa 3","39.9","1"
"M","67","Sunga 3","25.9","0"
"F","66","Camisa Polo 1","59.0","0"
"F","47","Tenis Xadrez 2","225.8","1"
"F","57","Chinelo 4","95.0","1"
"M","36","Camisa 4","29.9","1"
"F","50","Camisa 2","49.9","1"
"F","36","Camisa Xadrez 3","147.2","0"
"M","67","Camisa Xadrez 2","123.3","0"
"F","60","Camisa Xadrez 3","99.5","1"
"F","54","Camisa Xadrez 2","123.9","0"
"F","29","Camisa Xadrez","100.0","0"
"F","28","Camisa Polo 2","95.9","0"
"F","25","Camisa Polo 2","55.9","1"
"F","52","Camisa 3","39.9","1"
"M","63","Camisa Xadrez","100.0","1"
"M","33","Tenis Xadrez 2","225.8","1"
"F","31","Camisa Polo 1","59.0","0"
"M","37","Tenis s/ cadarço","551.9","1"
"M","61","Chinelo 5","55.4","0"
"F","63","Camisa 2","49.9","1"
"F","54","Camisa 1","59.9","0"
"M","55","Camisa Polo 2","65.9","0"
"F","38","Camisa Xadrez","100.0","1"
"F","58","Sunga 6","79.9","0"
"F","69","Sandalia 4","259.9","1"
"M","31","Camisa Xadrez 3","147.2","1"
"F","20","Camisa Polo 2","65.9","0"
"F","52","Camisa Xadrez 5","81.4","1"
"F","62","Tenis Xadrez","325.0","0"
"M","68","Camisa Xadrez 2","123.3","1"
"F","45","Sandalia 5","100.0","0"
"F","49","Camisa Xadrez","100.0","0"
"F","62","Sunga 2","29.9","1"
"M","23","Sandalia 1","59.9","0"
"F","29","Calça Polo 1","159.9","1"
"F","25","Camisa 1","59.9","1"
"F","49","Camisa Polo 2","65.9","0"
"F","47","Sandalia 3","150.0","0"
"F","60","Sandalia 5","100.0","0"
"M","39","Sandalia 2","71.9","0"
"F","30","Camisa Xadrez 4","77.0","0"
"M","21","Tenis Xadrez 2","225.8","1"
"F","41","Tenis s/ cadarço","551.9","1"
"M","20","Chinelo 4","95.0","0"
"F","28","Camisa Polo 3","85.9","1"
"M","22","Tenis DC","400.0","1"
"F","33","Camisa Xadrez 2","123.9","1"
"F","46","Chinelo 1","39.9","1"
"F","32","Camisa Xadrez","100.0","1"
"F","33","Camisa Polo","50.0","1"
"M","69","Sunga 4","49.9","0"
"M","43","Calça Polo 1","159.9","1"
"M","68","Camisa Xadrez 3","147.2","0"
"M","26","Sunga 1","39.9","0"
"M","50","Camisa 3","39.9","1"
"F","63","Sandalia 1","59.9","0"
"M","27","Camisa Xadrez 3","99.5","1"
"M","33","Camisa Xadrez 3","99.5","1"
"F","28","Calça Xadrez 3","89.5","0"
"M","54","Camisa 3","39.9","0"
"M","18","Tenis s/ cadarço","551.9","1"
"F","34","Camisa Xadrez 5","81.4","1"
"F","56","Sandalia 4","259.9","1"
"F","47","Camisa Xadrez","100.0","0"
"M","24","Camisa 1","59.9","1"
"F","66","Calça Polo 1","159.9","0"
"F","41","Camisa Xadrez 3","99.5","1"
"M","29","Camisa 3","39.9","1"
"F","60","Chinelo 5","55.4","0"
"M","69","Sunga 3","25.9","1"
"M","50","Sandalia 2","71.9","1"
"F","33","Camisa Polo 2","95.9","1"
"F","62","Calça Polo","51.0","0"
"M","45","Sunga 2","29.9","0"
"M","38","Calça Polo 1","159.9","0"
"M","32","Chinelo 5","55.4","1"
"F","44","Calça Polo","51.0","1"
"F","68","Sandalia 3","150.0","1"
"M","63","Sandalia 1","59.9","1"
"F","51","Camisa Xadrez 3","99.5","0"
"M","49","Calça Polo 1","159.9","0"
"F","65","Sunga 3","25.9","1"
"M","63","Camisa Xadrez 4","77.0","1"
"F","21","Camisa Xadrez 3","147.2","0"
"F","59","Calça Polo","51.0","1"
"F","46","Camisa Xadrez","100.0","1"
"F","68","Camisa Xadrez 4","77.0","1"
"F","60","Sunga 5","15.5","0"
"M","32","Camisa Xadrez 3","147.2","0"
"M","68","Camisa Xadrez 2","123.9","1"
"M","70","Camisa 1","59.9","0"
"F","34","Camisa 2","49.9","1"
"F","62","Camisa Xadrez 3","147.2","0"
"F","64","Sunga 4","49.9","0"
"M","25","Camisa 1","59.9","0"
"F","61","Tenis sapato","150.9","0"
"F","24","Camisa Xadrez 2","123.9","1"
"M","37","Camisa Xadrez 2","123.9","0"
"M","41","Sandalia 2","71.9","0"
"M","43","Camisa 1","59.9","0"
"F","62","Tenis s/ cadarço","551.9","1"
"F","42","Tenis Xadrez 2","225.8","0"
"F","55","Sandalia 3","150.0","1"
"M","40","Sunga 2","29.9","1"
"F","29","Camisa Polo 1","59.0","1"
"M","21","Sandalia 5","100.0","1"
"F","30","Sandalia 5","100.0","0"
"F","36","Camisa Polo 2","55.9","0"
"F","45","Camisa Polo 2","95.9","1"
"M","64","Sunga 3","25.9","1"
"M","54","Chinelo 1","39.9","0"
"F","67","Sandalia 5","100.0","1"
"M","24","Chinelo 1","39.9","0"
"F","59","Sandalia 1","59.9","1"
"M","20","Camisa Xadrez 2","123.3","0"
"M","56","Camisa Xadrez","100.0","1"
"F","69","Sunga 5","15.5","1"
"M","20","Sandalia 4","259.9","1"
"F","57","Camisa Polo 3","85.9","1"
"F","33","Calça Polo","51.0","1"
"F","49","Sandalia 4","259.9","1"
"F","61","Camisa Xadrez 3","99.5","1"
"F","34","Camisa Xadrez 5","81.4","1"
"M","63","Camisa Polo 2","65.9","0"
"M","33","Sandalia 5","100.0","1"
"M","54","Sandalia 4","259.9","1"
"F","18","Sunga 5","15.5","0"
"M","46","Calça Xadrez 3","89.5","0"
"F","25","Camisa Polo","50.0","1"
"F","30","Tenis Xadrez","325.0","0"
"F","38","Sandalia 1","59.9","1"
"M","21","Camisa Xadrez 3","147.2","1"
"M","22","Sunga 4","49.9","1"
"F","45","Sunga 1","39.9","1"
"F","53","Camisa Polo 3","85.9","1"
"M","30","Camisa Polo","50.0","1"
"F","66","Camisa Xadrez 3","99.5","1"
"M","63","Sandalia 3","150.0","1"
"F","45","Chinelo 1","39.9","1"
"M","41","Sunga 1","39.9","0"
"M","62","Camisa 2","49.9","0"
"M","43","Camisa Polo 2","95.9","1"
"F","44","Sandalia 5","100.0","1"
"F","24","Camisa Xadrez 5","81.4","1"
"F","40","Camisa 4","29.9","0"
"M","34","Camisa Xadrez 4","77.0","1"
"M","22","Camisa Xadrez","100.0","1"
"M","27","Sandalia 2","71.9","0"
"M","20","Camisa Polo 2","65.9","0"
"F","25","Camisa 3","39.9","0"
"F","22","Camisa Polo 3","85.9","1"
"M","58","Tenis DC","400.0","1"
"M","48","Sunga 4","49.9","0"
"F","43","Sunga 5","15.5","0"
"F","52","Camisa Xadrez 2","123.3","0"
"F","37","Tenis Xadrez 2","225.8","1"
"M","20","Sunga 6","79.9","0"
"F","62","Camisa Polo 2","65.9","0"
"F","41","Sunga 1","39.9","0"
"F","54","Calça Xadrez 2","23.9","0"
"M","44","Camisa Polo 2","65.9","0"
"M","26","Tenis Xadrez 2","225.8","1"
"F","66","Camisa Polo 3","85.9","0"
"F","24","Tenis DC","400.0","1"
"F","33","Tenis Xadrez","325.0","0"
"M","21","Camisa 3","39.9","1"
"M","62","Camisa Xadrez 2","123.3","0"
"M","38","Chinelo 5","55.4","0"
"F","42","Tenis s/ cadarço","551.9","1"
"M","19","Tenis polo","300.5","0"
"M","47","Calça Xadrez 2","23.9","0"
"F","39","Sunga 1","39.9","0"
"M","19","Sandalia 4","259.9","1"
"M","67","Chinelo 1","39.9","0"
"F","41","Camisa Polo 1","59.0","0"
"F","23","Camisa 3","39.9","0"
"F","23","Camisa Xadrez 5","81.4","1"
"F","52","Camisa Xadrez 4","77.0","1"
"M","50","Camisa Xadrez 2","123.3","0"
"F","67","Camisa Xadrez 3","147.2","1"
"F","54","Camisa Xadrez 4","77.0","1"
"M","69","Camisa Polo 2","65.9","0"
"M","40","Sunga 5","15.5","1"
"F","69","Chinelo 2","89.9","1"
"M","18","Calça Xadrez 2","23.9","1"
"F","37","Sunga 2","29.9","1"
"M","67","Tenis Xadrez 2","225.8","0"
"F","49","Calça Polo 1","159.9","1"
"M","37","Sandalia 2","71.9","0"
"F","58","Chinelo 1","39.9","0"
"F","29","Tenis sapato","150.9","0"
"M","61","Sunga 1","39.9","0"
"F","27","Chinelo 2","89.9","0"
"M","53","Tenis sapato","150.9","0"
"F","44","Sandalia 1","59.9","1"
"M","48","Camisa 2","49.9","1"
"F","45","Calça Xadrez 2","23.9","1"
"F","44","Camisa Xadrez","100.0","1"
"M","18","Chinelo 1","39.9","0"
"F","23","Camisa Polo 2","95.9","0"
"F","44","Chinelo 4","95.0","1"
"M","28","Chinelo 1","39.9","0"
"M","35","Calça Xadrez 3","89.5","0"
"M","66","Sandalia 1","59.9","1"
"F","69","Camisa 4","29.9","1"
"F","48","Camisa Xadrez","100.0","0"
"F","64","Camisa 4","29.9","1"
"F","68","Calça Polo 1","159.9","0"
"M","57","Camisa Polo 2","95.9","0"
"M","44","Sandalia 5","100.0","1"
"F","67","Chinelo 3","119.9","1"
"M","59","Sandalia 4","259.9","0"
"F","18","Calça Polo","51.0","1"
"F","60","Camisa Polo 3","85.9","0"
"M","62","Sandalia 4","259.9","1"
"F","22","Sandalia 5","100.0","0"
"F","45","Camisa Polo 2","95.9","0"
"F","57","Sandalia 1","59.9","1"
"F","32","Camisa Polo 3","85.9","0"
"F","57","Tenis Xadrez 2","225.8","1"
"M","39","Camisa Polo 2","95.9","1"
"F","27","Camisa Xadrez 5","81.4","1"
"F","63","Sunga 6","79.9","1"
"F","26","Sandalia 1","59.9","0"
"M","25","Camisa Xadrez","100.0","0"
"M","20","Sandalia 1","59.9","0"
"F","48","Camisa 1","59.9","1"
"F","65","Camisa Polo","50.0","0"
"F","70","Chinelo 5","55.4","0"
"F","40","Tenis s/ cadarço","551.9","1"
"M","50","Sunga 4","49.9","1"
"M","37","Chinelo 4","95.0","1"
"M","24","Camisa Polo","50.0","0"
"M","48","Camisa Xadrez","100.0","0"
"M","48","Calça Xadrez 2","23.9","0"
"M","63","Sunga 2","29.9","0"
"M","59","Tenis sapato","150.9","0"
"M","32","Camisa Xadrez 2","123.9","1"
"M","45","Camisa Xadrez","100.0","0"
"F","40","Camisa Polo 2","55.9","0"
"F","57","Chinelo 3","119.9","0"
"F","54","Camisa Xadrez","100.0","1"
"F","35","Sunga 6","79.9","1"
"F","67","Sunga 6","79.9","1"
"F","36","Tenis Xadrez","325.0","0"
"F","21","Sunga 2","29.9","1"
"F","43","Sunga 2","29.9","1"
"M","21","Camisa Xadrez 2","123.9","1"
"M","55","Sunga 3","25.9","1"
"F","64","Tenis sapato","150.9","0"
"M","69","Camisa Polo 1","59.0","1"
"M","61","Tenis DC","400.0","0"
"F","46","Camisa Xadrez 2","123.3","1"
"F","37","Sunga 3","25.9","1"
"F","68","Calça Xadrez 3","89.5","0"
"M","22","Sandalia 4","259.9","1"
"F","57","Tenis Xadrez","325.0","0"
"M","35","Calça Polo 1","159.9","1"
"M","64","Sandalia 1","59.9","1"
"M","69","Sunga 6","79.9","1"
"F","58","Camisa Xadrez 3","99.5","1"
"M","19","Calça Xadrez 2","23.9","0"
"M","25","Chinelo 1","39.9","1"
"F","66","Camisa Polo","50.0","0"
"M","59","Camisa Polo 2","95.9","0"
"M","32","Sunga 5","15.5","0"
"M","41","Camisa 2","49.9","1"
"M","66","Camisa Polo 3","85.9","1"
"M","65","Sandalia 5","100.0","0"
"M","48","Camisa Xadrez","100.0","1"
"M","68","Camisa 2","49.9","0"
"M","33","Camisa Polo 1","59.0","1"
"F","34","Tenis Xadrez","325.0","1"
"F","35","Calça Polo","51.0","0"
"F","66","Camisa Xadrez 3","147.2","1"
"M","52","Tenis Xadrez 2","225.8","0"
"F","30","Tenis Xadrez","325.0","1"
"M","19","Tenis polo","300.5","1"
"M","47","Tenis s/ cadarço","551.9","1"
"M","44","Calça Xadrez 2","23.9","1"
"M","49","Calça Polo 1","159.9","0"
"M","38","Camisa Xadrez 5","81.4","0"
"M","49","Chinelo 1","39.9","0"
"F","49","Sandalia 2","71.9","1"
"M","63","Camisa 4","29.9","0"
"M","18","Camisa Xadrez 2","123.9","0"
"M","67","Sunga 2","29.9","0"
"M","33","Chinelo 3","119.9","1"
"F","25","Sunga 3","25.9","1"
"F","28","Chinelo 2","89.9","0"
"F","29","Tenis s/ cadarço","551.9","0"
"F","53","Sunga 6","79.9","1"
"M","38","Camisa 3","39.9","0"
"F","50","Tenis DC","400.0","1"
"F","58","Camisa Xadrez 3","147.2","0"
"M","26","Tenis sapato","150.9","0"
"F","61","Camisa 2","49.9","0"
"F","55","Tenis Xadrez","325.0","0"
"F","53","Sandalia 1","59.9","0"
"M","61","Camisa Xadrez 2","123.3","0"
"F","39","Tenis DC","400.0","1"
"M","32","Camisa Xadrez 5","81.4","1"
"M","40","Tenis Xadrez 2","225.8","0"
"F","21","Tenis Xadrez 2","225.8","0"
"F","27","Tenis sapato","150.9","1"
"F","30","Sunga 5","15.5","1"
"F","52","Tenis Xadrez","325.0","1"
"M","23","Tenis DC","400.0","1"
"M","64","Camisa Xadrez 2","123.3","0"
"M","26","Calça Xadrez 2","23.9","0"
"F","68","Tenis s/ cadarço","551.9","0"
"M","39","Tenis Xadrez 2","225.8","1"
"M","38","Chinelo 3","119.9","0"
"F","46","Camisa Xadrez 2","123.3","0"
"F","41","Camisa Xadrez 2","123.9","1"
"F","25","Calça Xadrez 3","89.5","0"
"F","28","Camisa Polo 3","85.9","1"
"F","62","Calça Polo 1","159.9","0"
"M","52","Calça Xadrez 2","23.9","0"
"M","26","Sunga 3","25.9","1"
"M","56","Camisa Xadrez 3","99.5","1"
"M","68","Camisa Xadrez 4","77.0","1"
"M","27","Sunga 6","79.9","0"
"F","22","Calça Polo","51.0","0"
"F","62","Camisa Xadrez 5","81.4","1"
"F","36","Camisa Xadrez 2","123.3","0"
"F","67","Camisa Xadrez","100.0","1"
"M","23","Camisa 4","29.9","0"
"F","67","Tenis sapato","150.9","1"
"M","46","Tenis sapato","150.9","1"
"F","60","Calça Xadrez 3","89.5","0"
"F","50","Sandalia 5","100.0","0"
"M","30","Camisa 3","39.9","1"
"M","54","Camisa Polo 2","95.9","0"
"M","37","Tenis polo","300.5","1"
"M","44","Sunga 2","29.9","0"
"M","36","Tenis sapato","150.9","1"
"F","55","Sunga 2","29.9","0"
"M","34","Tenis Xadrez 2","225.8","1"
"F","67","Sandalia 4","259.9","1"
"M","64","Camisa 3","39.9","1"
"F","39","Sandalia 3","150.0","0"
"M","39","Calça Xadrez 3","89.5","0"
"F","45","Camisa Polo","50.0","1"
"M","19","Camisa Polo 2","95.9","0"
"F","60","Sunga 3","25.9","1"
"F","39","Chinelo 4","95.0","0"
"F","18","Camisa 1","59.9","0"
"M","35","Sandalia 4","259.9","1"
"M","22","Calça Polo","51.0","1"
"F","56","Tenis sapato","150.9","1"
"M","39","Sunga 3","25.9","1"
"M","66","Calça Xadrez 3","89.5","0"
"M","47","Sandalia 1","59.9","1"
"F","51","Sunga 5","15.5","0"
"F","42","Sandalia 5","100.0","1"
"F","34","Sunga 1","39.9","1"
"M","23","Chinelo 2","89.9","0"
"F","27","Camisa 1","59.9","0"
"F","68","Camisa Polo 1","59.0","0"
"F","57","Camisa Xadrez 2","123.9","0"
"F","54","Chinelo 2","89.9","0"
"F","24","Camisa Xadrez","100.0","0"
"M","63","Tenis s/ cadarço","551.9","0"
"F","18","Chinelo 1","39.9","0"
"M","56","Camisa Xadrez 5","81.4","0"
"M","36","Camisa Polo","50.0","0"
"F","18","Sandalia 5","100.0","0"
"F","34","Tenis Xadrez","325.0","0"
"F","70","Camisa Xadrez 3","147.2","1"
"M","27","Sandalia 2","71.9","0"
"F","61","Camisa 3","39.9","1"
"M","35","Camisa Xadrez 5","81.4","1"
"F","27","Tenis Xadrez","325.0","0"
"F","60","Camisa 3","39.9","1"
"F","34","Camisa Polo 2","65.9","1"
"F","61","Sandalia 1","59.9","1"
"M","65","Chinelo 2","89.9","1"
"F","30","Calça Polo","51.0","1"
"F","23","Camisa Polo 2","65.9","1"
"M","26","Camisa Xadrez 3","147.2","1"
"M","29","Camisa Xadrez 3","147.2","0"
"F","28","Tenis Xadrez","325.0","0"
"M","44","Calça Xadrez 2","23.9","1"
"M","35","Camisa 2","49.9","0"
"M","31","Camisa 2","49.9","1"
"M","53","Tenis sapato","150.9","1"
"F","59","Camisa Xadrez 2","123.3","0"
"F","44","Calça Xadrez 3","89.5","0"
"M","48","Sunga 1","39.9","1"
"F","44","Sandalia 2","71.9","0"
"F","25","Sunga 1","39.9","0"
"F","25","Sunga 6","79.9","1"
"F","50","Sandalia 2","71.9","0"
"M","67","Sunga 4","49.9","1"
"M","56","Chinelo 2","89.9","0"
"M","18","Camisa Xadrez 3","147.2","1"
"F","32","Camisa Polo 2","95.9","0"
"M","37","Camisa 4","29.9","1"
"F","30","Camisa Polo","50.0","1"
"F","37","Chinelo 1","39.9","1"
"M","19","Camisa 3","39.9","1"
"M","49","Camisa 2","49.9","1"
"M","49","Camisa Polo 2","65.9","0"
"F","33","Camisa 2","49.9","0"
"F","68","Sunga 4","49.9","0"
"M","34","Sandalia 2","71.9","1"
"M","20","Chinelo 5","55.4","0"
"F","18","Sunga 4","49.9","0"
"M","57","Tenis DC","400.0","1"
"M","48","Sandalia 2","71.9","0"
"M","39","Sandalia 1","59.9","1"
"F","33","Camisa 1","59.9","1"
"M","48","Camisa Polo 3","85.9","0"
"F","42","Sunga 1","39.9","0"
"M","35","Camisa Polo 2","55.9","0"
"M","37","Camisa Xadrez","100.0","0"
"F","52","Camisa Xadrez 3","147.2","0"
"M","18","Camisa Xadrez 2","123.9","0"
"F","67","Camisa 2","49.9","0"
"M","52","Calça Polo","51.0","0"
"M","31","Camisa Xadrez 5","81.4","1"
"M","43","Tenis Xadrez","325.0","1"
"M","51","Sandalia 3","150.0","1"
"M","27","Sunga 6","79.9","0"
"M","36","Chinelo 1","39.9","1"
"M","45","Sunga 1","39.9","0"
"F","64","Sandalia 1","59.9","1"
"M","53","Calça Xadrez 3","89.5","0"
"M","43","Camisa Polo","50.0","0"
"F","32","Calça Xadrez 3","89.5","0"
"F","42","Camisa Xadrez 3","99.5","1"
"M","64","Calça Polo","51.0","0"
"F","69","Tenis sapato","150.9","1"
"F","52","Camisa Polo 2","65.9","1"
"M","57","Camisa 1","59.9","1"
"F","44","Tenis sapato","150.9","0"
"F","60","Sandalia 3","150.0","0"
"M","59","Camisa Xadrez","100.0","1"
"F","25","Camisa 1","59.9","0"
"M","41","Sunga 5","15.5","0"
"F","41","Chinelo 3","119.9","1"
"M","44","Camisa Xadrez","100.0","1"
"M","45","Camisa Xadrez 2","123.3","1"
"F","33","Sunga 2","29.9","0"
"M","25","Calça Xadrez 3","89.5","1"
"F","18","Tenis s/ cadarço","551.9","0"
"M","30","Camisa Polo 2","65.9","1"
"F","18","Calça Polo 1","159.9","1"
"M","31","Camisa Xadrez 3","99.5","1"
"F","41","Tenis polo","300.5","1"
"M","18","Sandalia 5","100.0","0"
"M","40","Camisa 4","29.9","0"
"M","41","Camisa Xadrez 3","147.2","0"
"M","22","Sandalia 1","59.9","0"
"F","25","Sandalia 4","259.9","1"
"F","32","Camisa Xadrez 5","81.4","0"
"M","32","Sunga 6","79.9","1"
"F","31","Tenis Xadrez","325.0","0"
"M","63","Sunga 5","15.5","1"
"F","62","Chinelo 1","39.9","1"
"F","22","Tenis DC","400.0","1"
"M","62","Camisa 2","49.9","1"
"M","43","Chinelo 1","39.9","0"
"F","50","Camisa Xadrez","100.0","0"
"F","40","Calça Polo 1","159.9","1"
"F","65","Sunga 2","29.9","1"
"F","35","Sunga 2","29.9","1"
"F","18","Camisa Xadrez","100.0","1"
"M","51","Calça Xadrez 3","89.5","1"
"M","61","Camisa Polo","50.0","1"
"M","65","Camisa Xadrez 2","123.9","1"
"F","64","Sandalia 1","59.9","1"
"M","19","Camisa Polo 2","55.9","0"
"F","33","Calça Xadrez 3","89.5","1"
"F","19","Camisa Xadrez 4","77.0","0"
"F","54","Chinelo 4","95.0","0"
"F","50","Sandalia 5","100.0","0"
"F","51","Tenis s/ cadarço","551.9","1"
"M","53","Tenis Xadrez","325.0","1"
"M","57","Camisa Xadrez","100.0","0"
"M","56","Sunga 3","25.9","0"
"F","70","Sunga 2","29.9","0"
"F","52","Tenis DC","400.0","1"
"F","37","Chinelo 2","89.9","1"
"M","32","Tenis sapato","150.9","1"
"M","46","Calça Polo","51.0","0"
"F","26","Sunga 4","49.9","0"
"F","23","Tenis sapato","150.9","1"
"F","29","Tenis polo","300.5","1"
"M","42","Sandalia 4","259.9","1"
"F","36","Camisa Xadrez 2","123.9","0"
"M","20","Tenis sapato","150.9","1"
"M","44","Camisa Polo 2","65.9","1"
"M","57","Tenis Xadrez 2","225.8","1"
"F","40","Camisa Xadrez","100.0","0"
"M","70","Camisa Xadrez 3","147.2","0"
"M","26","Sandalia 3","150.0","1"
"M","39","Sandalia 1","59.9","0"
"F","37","Tenis Xadrez 2","225.8","1"
"M","25","Sunga 1","39.9","1"
"M","58","Calça Polo 1","159.9","0"
"M","35","Sunga 4","49.9","1"
"F","49","Camisa 4","29.9","1"
"M","19","Camisa Polo 2","55.9","1"
"M","43","Chinelo 5","55.4","1"
"F","42","Sunga 5","15.5","1"
"F","54","Sunga 5","15.5","0"
"F","47","Tenis polo","300.5","0"
"M","30","Tenis DC","400.0","1"
"F","40","Sandalia 2","71.9","1"
"M","44","Camisa Xadrez 5","81.4","1"
"F","45","Camisa 1","59.9","1"
"F","61","Tenis s/ cadarço","551.9","0"
"M","35","Calça Xadrez 2","23.9","1"
"M","41","Camisa 4","29.9","0"
"M","51","Tenis sapato","150.9","1"
"M","54","Tenis DC","400.0","0"
"M","26","Camisa Polo","50.0","1"
"F","25","Chinelo 3","119.9","0"
"M","63","Calça Xadrez 3","89.5","1"
"F","23","Camisa Polo 2","65.9","0"
"F","35","Calça Xadrez 2","23.9","1"
"F","43","Tenis sapato","150.9","0"
"F","62","Camisa Xadrez 4","77.0","1"
"M","65","Camisa 1","59.9","1"
"M","63","Sunga 6","79.9","0"
"M","30","Camisa Polo 1","59.0","0"
"M","56","Tenis DC","400.0","0"
"M","57","Tenis polo","300.5","0"
"F","67","Sandalia 1","59.9","0"
"F","39","Calça Polo 1","159.9","1"
"M","59","Tenis DC","400.0","0"
"F","59","Sunga 4","49.9","1"
"F","32","Tenis DC","400.0","1"
"M","48","Sunga 4","49.9","0"
"F","33","Calça Polo 1","159.9","0"
"F","39","Camisa Xadrez 4","77.0","1"
"M","46","Calça Polo","51.0","0"
"M","24","Sunga 1","39.9","0"
"M","21","Calça Xadrez 2","23.9","1"
"F","46","Tenis Xadrez 2","225.8","0"
"M","58","Camisa Xadrez 5","81.4","0"
"F","68","Camisa Xadrez","100.0","0"
"F","26","Tenis Xadrez 2","225.8","1"
"F","49","Sunga 5","15.5","1"
"F","26","Tenis DC","400.0","0"
"F","33","Camisa 2","49.9","1"
"M","26","Camisa Polo 3","85.9","1"
"M","25","Camisa Xadrez","100.0","1"
"F","28","Calça Xadrez 2","23.9","1"
"M","52","Tenis DC","400.0","0"
"M","53","Camisa Xadrez 5","81.4","0"
"F","31","Camisa Xadrez 2","123.3","1"
